,ema_fast,ema_slow,end_value
0,3,10,17005.0
1,21,40,14773.3
2,22,37,13878.7
3,23,36,13878.7
4,24,36,13763.6
5,23,37,13599.5
6,22,38,13443.0
7,3,11,13438.5
8,24,35,13266.3
9,21,38,12077.0
