,ema_fast,ema_slow,end_value
0,24,43,14503.0
1,9,11,13935.3
2,24,58,13260.0
3,24,59,13260.0
4,9,10,12851.6
5,19,57,12261.4
6,20,54,12139.2
7,21,53,12129.6
8,20,56,12049.0
9,19,59,12049.0
