,ema_fast,ema_slow,end_value
0,9,36,112117.5
1,8,39,107252.0
2,7,42,107252.0
3,8,40,104775.0
4,7,43,104775.0
5,7,44,104775.0
6,9,37,101456.0
7,7,46,100931.0
8,6,46,100355.0
9,6,47,100355.0
