,ema_fast,ema_slow,end_value
0,18,19,33255.0
1,16,21,32483.6
2,15,22,32372.5
3,17,20,32372.5
4,5,43,31916.3
5,6,41,30666.0
6,14,25,29774.1
7,17,21,29774.1
8,5,46,28843.1
9,5,45,28205.0
