,ema_fast,ema_slow,end_value
0,4,13,16913.5
1,5,10,15826.4
2,3,18,15639.4
3,3,32,15427.5
4,3,20,15144.5
5,3,24,14938.5
6,3,17,14563.5
7,3,14,14533.0
8,5,11,14525.5
9,4,30,14477.9
