,ema_fast,ema_slow,end_value
0,16,18,18293.0
1,15,19,17629.9
2,5,48,17627.3
3,5,47,17550.0
4,5,46,17453.5
5,17,19,17426.1
6,5,45,17353.1
7,6,28,17347.9
8,17,18,17212.1
9,5,44,17135.1
