,ema_fast,ema_slow,end_value
0,8,42,34940.0
1,18,24,34602.0
2,19,23,34602.0
3,7,44,34401.0
4,15,26,33894.5
5,14,56,33809.0
6,15,56,33693.4
7,15,55,33638.4
8,6,47,33613.4
9,13,56,32876.5
