,ema_fast,ema_slow,end_value
0,4,38,10521.0
1,5,35,10446.0
2,4,37,10415.0
3,5,34,10411.0
4,4,19,10367.0
5,4,36,10210.0
6,5,32,10207.0
7,3,40,10164.0
8,5,33,10151.0
9,3,25,10133.0
