,ema_fast,ema_slow,end_value
0,9,33,49776.4
1,16,17,48076.0
2,10,33,46677.9
3,10,31,46473.7
4,9,29,45728.8
5,9,34,45579.8
6,11,28,45368.8
7,10,32,45195.3
8,10,30,43437.6
9,10,29,43074.0
