,ema_fast,ema_slow,end_value
0,20,32,36972.6
1,20,33,34961.2
2,19,34,34961.2
3,18,36,34961.2
4,17,39,27105.0
5,18,37,27105.0
6,18,38,23839.8
7,7,10,22660.0
8,22,59,22359.8
9,23,57,22359.8
