,ema_fast,ema_slow,end_value
0,5,55,133918.1
1,5,56,133035.0
2,4,59,132921.6
3,4,58,132210.0
4,5,59,130266.0
5,6,58,129588.5
6,7,56,128734.6
7,5,58,126496.9
8,5,57,126496.9
9,6,52,125811.8
