,ema_fast,ema_slow,annual_return
0,14,26,43.08974228641135
1,13,27,43.030308643991965
2,15,24,42.87900984800878
3,16,23,42.661475307820304
4,14,25,42.46695823184235
5,17,22,42.244518398615945
6,16,22,42.14855626309179
7,13,26,42.13022167832442
8,17,21,42.07165588761747
9,18,20,42.07165588761747
10,18,21,42.06909450869728
11,15,25,41.79905688072999
12,13,28,41.69123956528651
13,18,31,41.63496721074461
14,17,32,41.63496721074461
15,19,29,41.45995606006365
16,21,27,41.45995606006365
17,20,28,41.45995606006365
18,18,30,41.45540611427221
19,14,27,41.39443638441796
20,19,20,41.33360104703118
21,15,23,41.28909715646154
22,16,24,40.71053624041316
23,16,33,40.63746253590033
24,16,34,40.48172509628219
25,20,27,40.15519587590831
26,12,39,40.14962630752535
27,7,40,40.137806879425725
28,7,53,40.08004730649203
29,11,30,40.07039359034318
30,17,31,40.039659779380194
31,14,28,40.009608760286426
32,19,28,39.93551978819223
33,22,23,39.913892344612655
34,18,29,39.81167560989747
35,21,28,39.77686163918914
36,7,41,39.740701679860905
37,8,39,39.72182604482896
38,8,38,39.70155597277465
39,20,29,39.58088853027629
40,19,30,39.58088853027629
41,21,26,39.56392415603895
42,21,24,39.55639913260626
43,10,32,39.5376314869642
44,17,33,39.53098676899805
45,22,27,39.49377614499475
46,19,31,39.48275085832273
47,12,28,39.46398552217955
48,20,25,39.4282604793418
49,19,26,39.42357787131616
