,ema_fast,ema_slow,end_value
0,3,15,16806.0
1,15,35,15417.4
2,17,25,14855.1
3,14,35,14196.8
4,17,34,13922.8
5,9,46,13909.0
6,9,45,13852.0
7,9,44,13790.0
8,3,12,13787.4
9,17,35,13736.8
