,ema_fast,ema_slow,end_value
0,6,20,10707.0
1,7,19,10702.0
2,3,29,10690.0
3,6,33,10665.0
4,4,43,10665.0
5,8,28,10665.0
6,7,30,10665.0
7,8,27,10665.0
8,5,37,10665.0
9,6,34,10665.0
