,ema_fast,ema_slow,annual_return
0,12,10,9.412328750095618
1,11,10,8.522046435435124
2,15,12,8.057464492384653
3,14,13,7.786834849656551
4,4,39,7.622841492521302
5,4,37,7.309562033039628
6,4,40,6.799021572969815
7,4,36,6.7335253343137085
8,18,10,6.733205758972874
9,13,11,6.646169755111017
10,17,10,6.565732274377288
11,3,47,6.562141729238929
12,3,37,6.48943399868145
13,14,10,6.488589113855235
14,3,35,6.449961249899605
15,4,38,6.295628020129902
16,16,11,6.282685599265935
17,3,36,5.927156436565601
18,3,45,5.842962303478946
19,3,46,5.790079002277016
20,3,39,5.750783937772003
21,6,42,5.733786011598828
22,3,38,5.641173758093731
23,3,42,5.6002801120836745
24,6,41,5.541594182506157
25,3,29,5.515516240760887
26,2,40,5.461158829669501
27,3,34,5.449870482522525
28,6,44,5.449708119907457
29,14,12,5.447587050005556
30,2,55,5.419078836093356
31,5,47,5.402461692892172
32,5,48,5.345788597054005
33,4,35,5.344303696805741
34,13,10,5.317206247596102
35,3,30,5.314735961126086
36,6,43,5.309478059686092
37,24,18,5.286915354820556
38,17,11,5.252865310804941
39,5,45,5.247755139266974
40,2,54,5.219025777699119
41,12,11,5.205463007597821
42,2,36,5.161931183071532
43,15,11,5.139888612137859
44,3,33,5.136301232976942
45,7,41,5.135440879819059
46,17,13,5.093083688247655
47,13,12,5.087306535083464
48,14,11,5.087306535083464
49,3,50,5.076234915693787
