,ema_fast,ema_slow,end_value
0,17,58,85225.9
1,19,56,81595.9
2,18,58,80500.0
3,19,55,77534.9
4,9,43,77450.0
5,9,44,76490.0
6,8,46,76345.4
7,9,45,76098.0
8,18,57,72791.6
9,20,28,71453.1
