,ema_fast,ema_slow,end_value
0,18,19,12222.4
1,17,20,12222.4
2,13,24,11976.4
3,14,23,11976.4
4,15,22,11161.0
5,16,21,11161.0
6,13,25,10978.0
7,12,26,10978.0
8,13,15,10722.0
9,12,16,10722.0
