,ema_fast,ema_slow,end_value
0,4,19,17359.5
1,4,17,16234.1
2,5,15,15392.9
3,5,14,15201.0
4,8,11,14738.6
5,13,20,14178.5
6,14,19,13872.7
7,15,17,13799.3
8,5,16,13634.5
9,3,18,13535.4
