,ema_fast,ema_slow,annual_return
0,2,14,10.445881218753094
1,2,15,10.176713767251792
2,2,16,9.912193229340811
3,1,17,9.8414153438019
4,2,13,9.827709866780516
5,2,12,9.65403640370272
6,1,18,9.451911898457595
7,2,17,9.026963544835985
8,3,12,9.014000135608384
9,1,20,8.982399671358484
10,1,14,8.967621769893638
11,3,11,8.917488906103586
12,2,10,8.72269524389791
13,1,16,8.586175303087936
14,1,21,8.560556659762117
15,2,11,8.536731875092615
16,1,13,8.53592457474585
17,3,13,8.339650891677808
18,1,22,8.334738731083908
19,1,15,8.333777412791147
20,1,25,8.330496886548731
21,3,10,8.204319016734848
22,1,19,8.194644011288434
23,1,30,8.101618858349948
24,1,24,8.065527101408692
25,2,18,7.878772402778013
26,1,23,7.704076896582265
27,1,26,7.6815621155833265
28,4,10,7.57109404243947
29,1,27,7.503941649561624
30,1,28,7.243296522212074
31,1,29,7.05852828006166
32,4,11,6.963899696575826
33,2,19,6.912730751674759
34,1,31,6.844693573929166
35,3,14,6.628485634072323
36,1,10,6.451492762911951
37,1,12,6.429638067900485
38,4,15,6.428068642030588
39,4,12,6.423631802197148
40,3,15,6.3892923162545845
41,1,11,6.360482419303451
42,2,20,6.241694067913547
43,1,37,6.204319849208803
44,2,22,6.154734214897359
45,4,16,6.124611047442709
46,3,16,6.108145410562846
47,3,17,6.101333028173506
48,5,10,6.086095698544652
49,2,21,6.022945525791865
