,ema_fast,ema_slow,annual_return
0,4,47,9.244394811763062
1,5,45,9.16796824710819
2,5,46,9.14129037992029
3,3,49,9.026363681875493
4,3,50,8.868087171812018
5,2,52,8.86438142724101
6,3,48,8.712853219536818
7,4,44,8.689714581685756
8,3,47,8.686546718618935
9,3,46,8.686546718618935
10,3,45,8.686546718618935
11,2,51,8.678549682993543
12,5,47,8.659610163640416
13,6,42,8.575616648235005
14,4,48,8.53774489039038
15,4,46,8.531960747375573
16,4,45,8.504028837468706
17,6,50,8.48896210743046
18,5,50,8.48896210743046
19,5,49,8.48896210743046
20,5,44,8.37687028727055
21,2,48,8.34112260980663
22,2,50,8.33095367478231
23,6,43,8.276786850155352
24,3,52,8.210517369357278
25,3,51,8.210517369357278
26,6,51,8.160678912031138
27,2,49,8.156725320497458
28,2,47,8.156725320497458
29,4,51,8.04674001210385
30,4,50,8.04674001210385
31,4,49,8.04674001210385
32,4,38,8.036821355500477
33,4,52,8.021912232492374
34,5,42,7.9823438343178355
35,7,42,7.930580152503507
36,6,44,7.930580152503507
37,1,69,7.924172532560372
38,1,68,7.924172532560372
39,1,67,7.924172532560372
40,2,60,7.907689569720937
41,3,38,7.879726547267252
42,22,29,7.848882322186003
43,24,27,7.848882322186003
44,23,28,7.848882322186003
45,2,46,7.8242806495749635
46,2,72,7.817992969640862
47,2,73,7.817992969640862
48,5,43,7.797843473727313
49,1,66,7.766053163753947
