,ema_fast,ema_slow,end_value
0,6,29,41398.1
1,6,28,37088.0
2,6,27,36863.5
3,5,37,30831.0
4,6,30,30079.0
5,6,26,26409.0
6,7,23,25192.3
7,6,35,20968.0
8,6,34,20646.0
9,4,10,20621.0
