,ema_fast,ema_slow,end_value
0,4,24,72915.3
1,4,25,67670.0
2,23,31,65200.0
3,24,30,65200.0
4,17,37,65121.9
5,20,32,64975.6
6,24,31,63790.0
7,5,21,62390.0
8,21,33,62226.9
9,23,30,62109.0
