,ema_fast,ema_slow,annual_return
0,24,21,28.5596192370162
1,23,22,28.42216038549713
2,24,22,26.96156442422253
3,24,23,26.374821524377527
4,23,20,24.690914464893968
5,22,21,24.690914464893968
6,23,21,24.51961824811396
7,24,20,24.51961824811396
8,24,19,24.208383524121093
9,24,18,22.887707754668437
10,22,20,22.80353233795146
11,23,19,22.80353233795146
12,23,11,22.56429920264818
13,24,12,22.524997227744407
14,18,16,22.22555547369345
15,19,15,22.169178820738264
16,21,13,20.99251628756963
17,14,13,20.891783112492725
18,22,12,20.47687530140105
19,23,13,20.466050778713164
20,21,16,20.271996877348307
21,22,19,20.2479920152268
22,21,20,20.2479920152268
23,17,14,20.189562978618596
24,22,15,20.054020133588573
25,23,18,19.88182963853113
26,22,13,19.809178003139696
27,16,12,19.785544347529143
28,21,14,19.78412949847621
29,22,14,19.695414681399527
30,20,17,19.64471644831146
31,24,17,19.56430837436578
32,18,14,19.54917372493149
33,17,11,19.489506513508218
34,16,15,19.47319264600185
35,24,11,19.42816669266645
36,24,10,19.187200513763397
37,17,15,19.12344311860484
38,16,11,19.12071986962042
39,19,16,18.93934029168099
40,18,17,18.93934029168099
41,19,18,18.93548186793702
42,20,15,18.93026268682364
43,23,14,18.84740233352815
44,18,10,18.673784024846302
45,19,11,18.61030286178936
46,15,12,18.52078782574536
47,24,16,18.493881723730365
48,18,13,18.46305182768294
49,23,12,18.36039643601161
