,ema_fast,ema_slow,end_value
0,5,41,9113.3
1,5,42,9113.3
2,5,43,9009.0
3,5,44,8741.4
4,5,45,8735.6
5,6,43,8451.1
6,21,49,8451.1
7,24,44,8408.0
8,23,45,8397.8
9,22,47,8397.8
