,ema_fast,ema_slow,end_value
0,3,25,11207.0
1,15,17,10845.0
2,22,41,10808.0
3,13,59,10796.0
4,22,40,10400.0
5,3,26,10360.0
6,10,28,10326.0
7,23,38,10251.0
8,24,37,10251.0
9,3,21,10224.0
