,ema_fast,ema_slow,end_value
0,11,41,25764.5
1,11,40,24134.9
2,10,40,22418.2
3,12,38,22175.5
4,11,38,21550.0
5,11,39,21443.0
6,10,42,20944.0
7,10,53,20818.0
8,10,43,20749.0
9,11,37,20730.0
