,ema_fast,ema_slow,end_value
0,24,56,11510.0
1,15,45,11447.6
2,23,57,11292.4
3,24,55,11292.4
4,10,15,11284.1
5,22,56,11279.3
6,22,58,11267.0
7,23,56,11267.0
8,22,59,11263.3
9,23,58,11263.3
