,ema_fast,ema_slow,end_value
0,13,16,26834.7
1,11,19,26834.7
2,14,15,26045.0
3,11,18,25558.5
4,12,17,25558.5
5,11,17,25305.0
6,13,17,25099.0
7,12,18,25095.0
8,13,19,25087.0
9,14,18,25087.0
