,ema_fast,ema_slow,annual_return
0,7,12,12.982858798933211
1,5,14,12.840964666432043
2,4,16,12.751072041286662
3,4,17,12.735961928967964
4,6,13,12.577542086023469
5,5,15,12.021220196839373
6,8,11,12.000119432673316
7,3,20,11.938469320083271
8,6,12,11.85796671731945
9,9,10,11.783313150900248
10,6,14,11.780254468384186
11,8,10,11.760851366544744
12,11,18,11.652665050606808
13,12,17,11.642601064108572
14,10,11,11.611682894070272
15,7,13,11.589393328799757
16,13,16,11.566669100216386
17,9,13,11.5343162159095
18,9,11,11.338265965109978
19,5,16,11.272124176720506
20,10,20,11.20947157537797
21,8,14,11.192903985252102
22,9,16,11.14275499707818
23,7,11,11.067967257397845
24,5,13,11.029222932318008
25,9,12,10.996399298720174
26,10,19,10.991892755155174
27,7,15,10.959535195551204
28,8,15,10.909631536613997
29,3,21,10.874826667028591
30,13,17,10.84015337354786
31,8,17,10.83548614087455
32,7,14,10.83067235020175
33,9,21,10.741905236619449
34,10,12,10.689528116664931
35,11,19,10.665388721001683
36,4,14,10.639098854795328
37,7,19,10.637927507788737
38,8,13,10.613709835340543
39,6,20,10.56345870358976
40,8,23,10.524938432667412
41,7,18,10.51262983887144
42,9,15,10.425477588589038
43,12,18,10.411164758297154
44,13,15,10.370554309793786
45,6,16,10.315017413739366
46,8,12,10.255844775028766
47,10,13,10.240004955784096
48,8,16,10.239351311144564
49,9,18,10.232430410690762
