,ema_fast,ema_slow,end_value
0,12,14,52070.0
1,10,17,50244.0
2,9,18,49768.3
3,11,15,49213.6
4,8,20,46247.9
5,9,19,45050.0
6,11,17,40799.0
7,9,20,39284.0
8,11,16,39063.0
9,10,18,38442.7
