,ema_fast,ema_slow,end_value
0,6,12,17485.1
1,3,16,14578.9
2,5,13,13243.0
3,4,14,12978.4
4,3,15,12790.0
5,3,14,12334.7
6,5,12,12150.0
7,3,17,12054.0
8,4,13,11967.3
9,4,15,11593.9
