,ema_fast,ema_slow,end_value
0,4,23,12938.2
1,4,21,12894.6
2,4,22,12868.2
3,5,23,12771.6
4,7,18,12735.3
5,9,15,12521.4
6,6,18,12457.5
7,5,21,12413.3
8,6,19,12311.1
9,10,14,12247.7
