,ema_fast,ema_slow,end_value
0,17,46,20048.0
1,16,48,19829.1
2,15,50,19829.1
3,17,45,19364.8
4,18,44,19098.0
5,16,47,19074.0
6,12,57,18197.7
7,14,50,18174.0
8,19,43,18139.5
9,13,51,17912.1
