,sma_fast,sma_slow,annual_return
0,1,10,-11.284521489140335
1,1,11,-18.615504727613324
2,1,12,-19.376416372555294
3,1,13,-20.640844699061525
4,1,14,-13.132655382387606
5,1,15,-12.591227730837781
6,1,16,-10.077658912890751
7,1,17,-13.799804235238552
8,1,18,-17.932434722797876
9,1,19,-17.970696784315443
10,1,20,-2.4766658195785727
11,1,21,-1.5439055364913519
12,1,22,0.7217124625995932
13,1,23,2.337574604860552
14,1,24,-2.751824835730663
15,1,25,-2.4984534989425375
16,1,26,-1.0037910705755515
17,1,27,1.333231993733237
18,1,28,-5.125897662264529
19,1,29,-2.950266665609035
20,1,30,6.778079389126268
21,1,31,-14.777411782492846
22,1,32,-12.623381176712222
23,1,33,-7.4463969473906895
24,1,34,-7.1655177087747255
25,1,35,-11.258660259361159
26,1,36,-10.407500998596275
27,1,37,-11.361821343743449
28,1,38,-8.569150565354661
29,1,39,-9.461149469509602
30,1,40,-7.815798329257029
31,1,41,-7.815798329257029
32,1,42,-11.299833865382746
33,1,43,-11.154911091265006
34,1,44,-12.753664120109454
35,1,45,-13.770400545098454
36,1,46,-13.58734049562719
37,1,47,-12.837761249129818
38,1,48,-13.228553424788931
39,1,49,-10.988766675149252
40,1,50,-19.63578002752816
41,1,51,-18.42590252162271
42,1,52,-15.307904698953251
43,1,53,-15.32736979230373
44,1,54,-14.969920579917753
45,1,55,-14.039671204889054
46,1,56,-14.039671204889054
47,1,57,-11.759714453091103
48,1,58,-10.051390233744412
49,1,59,-10.322842733717074
50,1,60,-8.418738043819111
51,1,61,-8.664476478748245
52,1,62,-9.2209186732453
53,1,63,-7.988925853574328
54,1,64,-8.38903412082178
55,1,65,-8.056008923230449
56,1,66,1.131874813928875
57,1,67,2.0965810273503602
58,1,68,4.483529054451044
59,1,69,3.8300284762297574
60,1,70,77.3126340400754
61,1,71,76.33342571608436
62,1,72,74.28465910538857
63,1,73,74.28465910538857
64,1,74,61.67656726292202
65,1,75,52.605990216575684
66,1,76,49.25923338943135
67,1,77,48.609608853434885
68,1,78,48.65734760063152
69,1,79,48.49263532137688
70,1,80,42.541654000875646
71,1,81,43.680001520438324
72,1,82,43.36556615200931
73,1,83,46.366033188673775
74,1,84,-11.868818954349189
75,1,85,-11.718128856917831
76,1,86,-11.645135651972739
77,1,87,-10.177617583086361
78,1,88,-3.813670629682056
79,1,89,-3.6450333906485834
80,1,90,-3.0073827720121256
81,1,91,-4.661575729327684
82,1,92,-4.661575729327684
83,1,93,-4.661575729327684
84,1,94,-4.516968871063675
85,1,95,-4.516968871063675
86,1,96,53.61800563538408
87,1,97,-3.7282921508859332
88,1,98,-3.7282921508859332
89,1,99,-4.094749670110544
90,1,100,0.218434850897869
91,1,101,-0.4556744610945763
92,1,102,-0.21245173855281696
93,1,103,-0.21245173855281696
94,1,104,0.5732272876047743
95,1,105,0.5732272876047743
96,1,106,0.5732272876047743
97,1,107,0.5732272876047743
98,1,108,0.6044904599138498
99,1,109,0.6044904599138498
100,1,110,-3.456818199137731
101,1,111,-3.456818199137731
102,1,112,-3.456818199137731
103,1,113,-2.680779146920142
104,1,114,-6.060888015922415
105,1,115,-6.060888015922415
106,1,116,-6.060888015922415
107,1,117,-5.9438532696874375
108,1,118,-5.9438532696874375
109,1,119,-5.891238440797409
110,1,120,-5.891238440797409
111,1,121,-5.891238440797409
112,1,122,-5.891238440797409
113,1,123,-7.344712040921249
114,1,124,-7.707084940270572
115,1,125,-7.871327614428224
116,1,126,-7.482637783966578
117,1,127,-8.64333628792551
118,1,128,-8.117568370831775
119,1,129,-7.5965619343791
120,1,130,-7.733019575027468
121,1,131,-4.638012010154952
122,1,132,4.986769023572172
123,1,133,-1.1836380268066684
124,1,134,-3.0986911881339383
125,1,135,-2.1195589545120197
126,1,136,-2.1195589545120197
127,1,137,-3.6498102481837833
128,1,138,-3.6498102481837833
129,1,139,-4.026625970519432
130,1,140,-4.39582694412393
131,1,141,-4.39582694412393
132,1,142,-4.39582694412393
133,1,143,-5.421238925967342
134,1,144,-5.844738542746817
135,1,145,-5.844738542746817
136,1,146,-5.844738542746817
137,1,147,-6.140766329743529
138,1,148,-5.3591205364459436
139,1,149,-5.768818405664507
140,2,10,-9.672912230506045
141,2,11,-15.185728447482868
142,2,12,-24.80918075790866
143,2,13,-20.406947028407725
144,2,14,-16.92734354808823
145,2,15,-8.399633643710844
146,2,16,-15.143576445968405
147,2,17,-15.022956759586773
148,2,18,-18.278059598210163
149,2,19,-15.448184847457863
150,2,20,16.291785938174087
151,2,21,17.544669737507842
152,2,22,8.739383302175167
153,2,23,-2.8893954956529315
154,2,24,-2.533875791571517
155,2,25,-7.181107938108465
156,2,26,-5.064455157612505
157,2,27,31.757642421645976
158,2,28,0.14389100252837486
159,2,29,1.3958222383784469
160,2,30,0.07498284918569996
161,2,31,39.47088958572117
162,2,32,38.621102884215745
163,2,33,34.454874054862756
164,2,34,39.07991525601584
165,2,35,38.908605555540255
166,2,36,49.76598887131624
167,2,37,49.076882455154696
168,2,38,50.98175410881203
169,2,39,50.98175410881203
170,2,40,43.038609124263125
171,2,41,45.970167323698895
172,2,42,45.212638250198545
173,2,43,44.95475732390515
174,2,44,46.169796187169396
175,2,45,46.506341234365216
176,2,46,44.011628614212896
177,2,47,47.85084617531685
178,2,48,38.6606182692387
179,2,49,38.30647694800028
180,2,50,35.41375506473341
181,2,51,37.95176414051191
182,2,52,48.634923324528174
183,2,53,41.72870830204816
184,2,54,50.54411108030439
185,2,55,45.53782939515577
186,2,56,45.77469521833169
187,2,57,44.37799081403471
188,2,58,54.87653457640194
189,2,59,53.92047388247391
190,2,60,51.976686707590034
191,2,61,52.53785671115623
192,2,62,54.01229067772911
193,2,63,54.84595492486493
194,2,64,54.8675790891953
195,2,65,56.98130722666315
196,2,66,58.299509441902316
197,2,67,58.30294965171889
198,2,68,72.63012588698234
199,2,69,74.25375244273229
200,2,70,76.28902220401723
201,2,71,62.34161879264576
202,2,72,49.61004346614222
203,2,73,49.84682555615732
204,2,74,48.75927064350305
205,2,75,45.703893431971096
206,2,76,44.84251056656499
207,2,77,43.80186204784895
208,2,78,43.62717597129698
209,2,79,43.946337045102965
210,2,80,47.10979904149667
211,2,81,46.971104379745896
212,2,82,46.15337102437373
