,sma_fast,sma_slow,annual_return
0,1,10,2.3356869566868044
1,1,11,2.6926578400934957
2,1,12,1.021641498262565
3,1,13,2.241923621924646
4,1,14,3.3298324870146443
5,1,15,4.579291215437918
6,1,16,4.9220975174176385
7,1,17,4.636386347578396
8,1,18,3.4677851852349786
9,1,19,2.328304004352091
10,1,20,1.7562892895737017
11,1,21,0.9848265800079983
12,1,22,1.8582660404696787
13,1,23,2.4903194863591755
14,1,24,4.507080418593413
15,1,25,3.9825992703113995
16,1,26,2.8744131402818245
17,1,27,2.2805816600507285
18,1,28,2.915287069563294
19,1,29,2.506239443256223
20,1,30,2.974949434528131
21,1,31,2.5811948500215975
22,1,32,2.580017273143142
23,1,33,3.082520375437549
24,1,34,2.609858075465226
25,1,35,2.901499695418236
26,1,36,2.9034313171645
27,1,37,3.2924585623385862
28,1,38,3.6613761146164006
29,1,39,3.696713644689958
30,1,40,3.9107959799222014
31,1,41,3.8121061572479435
32,1,42,4.634483263393347
33,1,43,2.9047487658686
34,1,44,2.96738961473204
35,1,45,3.4297956292657563
36,1,46,2.487295147715831
37,1,47,2.303659782858997
38,1,48,1.4876245336872218
39,1,49,1.6425777392450485
40,1,50,1.7391007547612385
41,1,51,2.327613689172137
42,1,52,2.1364977435875954
43,1,53,2.40698809449593
44,1,54,2.4529865144567444
45,1,55,1.8734276983864782
46,1,56,0.47917722860896594
47,1,57,0.5553012052659799
48,1,58,-0.4296377444527309
49,1,59,0.20976546359939754
50,1,60,0.6850335890574455
51,1,61,0.2839607071264105
52,1,62,0.7483290598682576
53,1,63,0.7243619104242551
54,1,64,0.3313992884728769
55,1,65,0.664681279748751
56,1,66,0.791181835064949
57,1,67,0.9135508488993199
58,1,68,0.9152495307261557
59,1,69,0.7417840885635306
60,1,70,0.9948819606651704
61,1,71,0.8437664231062865
62,1,72,1.0686050213715232
63,1,73,1.670585220708627
64,1,74,1.2109874191435606
65,1,75,1.8891507366643006
66,1,76,1.597449790090262
67,1,77,1.3043643223235524
68,1,78,1.3875622816557627
69,1,79,1.74029435178943
70,1,80,1.270150056463807
71,1,81,0.6177756143053211
72,1,82,1.0618249578044696
73,1,83,0.8830273126231114
74,1,84,0.9139542539248577
75,1,85,0.9048680600056138
76,1,86,2.3798686549245094
77,1,87,2.0787241423159246
78,1,88,1.9952062704603652
79,1,89,2.07175298647595
80,1,90,2.3958969007780744
81,1,91,2.199932800547676
82,1,92,2.351800558207789
83,1,93,2.238846606492287
84,1,94,2.110024157946205
85,1,95,2.823322360978434
86,1,96,3.038658394181668
87,1,97,2.6926753519693385
88,1,98,2.0313981307202846
89,1,99,2.1441070766166406
90,1,100,2.4409115152042737
91,1,101,2.3443719063190676
92,1,102,2.058793117491199
93,1,103,2.1904912412572717
94,1,104,2.513669674293851
