,sma_fast,sma_slow,annual_return,sqn,trades
0,1,10,1.4657094272488034,0.28095743060591244,125
1,1,11,1.8588957656895542,0.3352450539901618,109
2,1,12,-0.11313636648401157,-0.020960504901929588,106
3,1,13,1.2434640563705988,0.21485112228896092,103
4,1,14,0.7082144837712129,0.12080484015777407,91
5,1,15,4.510111771279542,0.6226525372003152,85
6,1,16,2.282737098636041,0.41722181303935785,86
7,1,17,1.9838207461308353,0.3351284091380796,87
8,1,18,1.1804980712167854,0.19932407689493947,84
9,1,19,2.356909924329472,0.40798329595049465,80
10,1,20,1.545801224264967,0.2679165834776298,82
11,1,21,0.44918734583889186,0.07744465889067259,72
12,1,22,1.5440052699075153,0.246949495537828,76
13,1,23,-0.11594325440298327,-0.01914461675550282,75
14,1,24,0.3023628288338287,0.04633682476765985,76
15,1,25,1.4566647171915823,0.17764654647598932,80
16,1,26,0.046766783989151746,0.007156623479550999,71
17,1,27,5.181995149922326,0.7414927703471667,68
18,1,28,9.410733364471714,1.3279297312825205,63
19,1,29,0.875299476583474,0.1489075562898031,70
20,1,30,-0.6388442927501448,-0.10876386905474174,66
21,1,31,0.7046300454385644,0.10449823786818184,68
22,1,32,4.198270549994673,0.6735845343322846,61
23,1,33,2.2101966013496512,0.32678088856362514,62
24,1,34,4.835370545898783,0.716862797605435,66
25,1,35,2.287145907200877,0.3648738881803921,69
26,1,36,4.795683064828726,0.8354844572426842,67
27,1,37,4.626901674811867,0.8188054795442279,63
28,1,38,5.803050987097482,0.9112726527751125,62
29,1,39,7.226586505619051,1.1955455913653357,59
30,1,40,3.2735640708987894,0.5432356910305581,57
31,1,41,2.535131890121604,0.42030086927951305,56
32,1,42,3.792001404504704,0.6566026289640634,51
33,1,43,1.9370737139945402,0.3165435009663456,58
34,1,44,3.01552806531452,0.5713614211423205,49
35,1,45,0.5409191320724838,0.1473618632549282,45
36,1,46,-0.337810936417472,-0.12899607277639,45
37,1,47,1.378808104613227,0.3739004496422514,40
38,1,48,1.332925958442053,0.3798206660118961,40
39,1,49,2.80328480320608,0.4098300742837434,41
40,1,50,-0.17336631991904633,-0.05135616200240394,45
41,1,51,0.0034499042859815494,0.0010310004919506309,42
42,1,52,-2.25194499383267,-0.9097291046323895,40
43,1,53,0.08870019148311813,0.028349380890396892,39
44,1,54,-1.2398214636781542,-0.3882943566513378,38
45,1,55,8.63975678279047,0.7117199952343736,31
46,1,56,8.480637689604317,0.7032048037644227,32
47,1,57,8.728649311890871,0.7278773851460775,37
48,1,58,8.408439414078838,0.7408252456208175,32
49,1,59,8.955310710220138,0.8046152891696068,34
50,1,60,8.768889444298601,0.7837546436152045,33
51,1,61,10.07220822613542,0.9216891417001941,38
52,1,62,6.822595038431276,0.5724933231450472,39
53,1,63,9.213475340132108,0.8488575702828999,32
54,1,64,8.872399233278657,0.8220522393785983,32
55,1,65,8.396991179434352,0.7714348423281446,27
56,1,66,8.553597367546633,0.7905706682138745,29
57,1,67,8.867023848263923,0.8257378010183622,33
58,1,68,9.244182798723461,0.8542411395303693,33
59,1,69,9.339882735103986,0.8661913177361443,32
60,1,70,9.827899474581892,0.926404663747268,32
61,1,71,9.50010925683025,0.8846744945847081,31
62,1,72,10.002746850589963,0.9468514763421195,31
63,1,73,8.699150781547274,0.7764554319402036,31
64,1,74,9.142456612699265,0.8413501758379048,32
65,1,75,7.447757182280425,0.639857563878006,32
66,1,76,7.490108704930347,0.6434250935769061,33
67,1,77,8.49753296147859,0.7631789656009816,35
68,1,78,8.288520754908369,0.7412309946116865,34
69,1,79,7.729206754402812,0.6704413499701278,33
70,1,80,8.107855064551597,0.7185885018567821,34
71,1,81,8.811919516150391,0.8110342541125454,34
72,1,82,8.801038459922635,0.8106462756080883,32
73,1,83,8.801038459922635,0.8106462756080883,32
74,1,84,6.722041187179744,0.5883151035221342,31
75,1,85,8.331170138729032,0.8483294502114161,28
76,1,86,8.46304873362614,0.8620186962025069,29
77,1,87,8.628359347132427,0.8814531011138365,28
78,1,88,8.62455910611871,0.8793398680935186,31
79,1,89,6.718532142325771,0.6239593817916366,31
80,1,90,6.71519338650743,0.6360190189096574,29
81,1,91,8.388209525605008,0.8517899616676499,31
82,1,92,4.587701540093906,0.41637488942106676,35
83,1,93,5.198586096365045,0.4781928809858548,37
84,1,94,5.2019278976829355,0.46992745856514967,35
85,1,95,4.117204913163987,0.3621045006962222,35
86,1,96,5.736502846704081,0.5398322830787945,34
87,1,97,7.453566798599027,0.7487064475991685,31
88,1,98,5.65193473645784,0.5431037170839662,30
89,1,99,7.227719776221633,0.7221332929477589,29
90,1,100,9.63903979436696,1.0047069726967455,30
91,1,101,9.294928845416697,0.9379377725209103,28
92,1,102,9.253409739689879,1.084460792515854,30
93,1,103,8.294542994665937,0.9437901716372685,29
94,1,104,8.875678418389677,1.0347926445650735,28
95,1,105,8.553646452107394,0.9658447467067452,28
96,1,106,7.379778650253625,0.8016859353953434,30
97,1,107,7.4686296575254065,0.8111653146928097,32
98,1,108,8.44003411614124,0.9258178741508051,32
99,1,109,9.643085404249442,1.0987163180550599,28
