,sma_fast,sma_slow,annual_return
0,1,10,-3.408929340841191
1,1,11,-4.861221105030933
2,1,12,9.958766538283147
3,1,13,9.247850887018323
4,1,14,10.66944568322315
5,1,15,15.509090286823692
6,1,16,14.620666198044653
7,1,17,9.525394204467494
8,1,18,9.0228564472465
9,1,19,0.7088813307955095
10,1,20,-6.157521425134219
11,1,21,-5.562330117957799
12,1,22,-8.852248460320888
13,1,23,-8.166583827394033
14,1,24,-3.9508228312750493
15,1,25,-5.278578710465098
16,1,26,-1.695075086225672
17,1,27,-4.500799689635623
18,1,28,-6.55560940468449
19,1,29,-18.923903237943325
20,1,30,-17.879421996973452
21,1,31,-8.176273494356249
22,1,32,-8.906383738471407
23,1,33,-10.18473235738105
24,1,34,-6.483240185506682
25,1,35,-10.153767130399768
26,1,36,-11.4599172320704
27,1,37,-11.525746279394303
28,1,38,-8.619558034997416
29,1,39,-10.202137134370814
30,1,40,-9.736240720068306
31,1,41,-18.09714760833139
32,1,42,-8.787638418146404
33,1,43,-10.541334719724775
34,1,44,-10.199154282532955
35,1,45,-11.885204559621473
36,1,46,-15.621360730293715
37,1,47,-15.621360730293715
38,1,48,-9.148899116053585
39,1,49,-7.090370737836232
40,1,50,-9.85832156781486
41,1,51,-9.85832156781486
42,1,52,-11.385794717838943
43,1,53,-12.381745237309643
44,1,54,-12.811139548968626
45,1,55,-10.468039686261763
46,1,56,-10.468039686261763
47,1,57,-8.822808490891322
48,1,58,-3.5477471832170906
49,1,59,-3.6639293584543418
50,1,60,-4.9327236444135965
51,1,61,-7.171758020968379
52,1,62,-7.979929244809767
53,1,63,-6.643578094298809
54,1,64,-6.781247978567865
55,1,65,-14.232027249391516
56,1,66,-9.899747010012032
57,1,67,-10.820698582920265
58,1,68,-10.42366709674312
59,1,69,-11.310977800657835
60,1,70,-14.678916711578763
61,1,71,-14.559238595513937
62,1,72,-15.154735752748266
63,1,73,-16.855465894022547
64,1,74,-17.179263368240527
65,1,75,-16.499749434039927
66,1,76,-16.101425085814018
67,1,77,-15.524771237163343
68,1,78,-15.492390228333358
69,1,79,-15.481787980559139
70,1,80,-15.368451741050762
71,1,81,-15.368451741050762
72,1,82,-16.204233057643805
73,1,83,-17.17061706494002
74,1,84,-14.982115169882382
75,1,85,-13.278022219159539
76,1,86,-19.50886120212995
77,1,87,-17.677633338800668
78,1,88,-17.768298417625456
79,1,89,-17.768298417625456
80,1,90,-18.28521073801645
81,1,91,-14.816358720899595
82,1,92,-11.799356212352984
83,1,93,-11.799356212352984
84,1,94,-11.122557342642054
85,1,95,-11.557526959889202
86,1,96,-14.899350227245456
87,1,97,-15.096814829807167
88,1,98,-15.868981356165904
89,1,99,-16.108216289737268
90,1,100,-17.185264493030576
91,1,101,-16.91163170737396
92,1,102,-17.268045631071512
93,1,103,-17.248402560170533
94,1,104,-17.248402560170533
95,1,105,-17.66410113608437
96,1,106,-16.44370818300351
97,1,107,-15.165626138209449
98,1,108,-17.37495946756257
99,1,109,-13.35575981374272
100,1,110,-13.695963356204022
101,1,111,-13.695963356204022
102,1,112,-9.838568598676884
103,1,113,-10.963706249731798
104,1,114,-10.963706249731798
105,1,115,-10.963706249731798
106,1,116,-10.963706249731798
107,1,117,-10.963706249731798
108,1,118,-11.082983681940199
109,1,119,-12.22630805080912
110,1,120,-12.22630805080912
111,1,121,-10.826919060866738
112,1,122,-10.826919060866738
113,1,123,-6.853419160989778
114,1,124,-7.3004496738923
115,1,125,-6.379686576361301
116,1,126,-6.322621924609549
117,1,127,-8.387005952247293
118,1,128,-7.910939059816618
119,1,129,-6.7660274217895875
120,1,130,-8.024095145213005
121,1,131,-8.830662541264275
122,1,132,-8.830662541264275
123,1,133,-11.187985287239105
124,1,134,-12.567138955465534
125,1,135,-10.720622205163906
126,1,136,-9.270826387594097
127,1,137,-9.270826387594097
128,1,138,-10.018980384039727
129,1,139,-10.314884709770183
130,1,140,-9.13075688791389
131,1,141,-10.025500006003137
132,1,142,-10.025500006003137
133,1,143,-10.025500006003137
134,1,144,-11.3941013236903
135,1,145,-11.3941013236903
136,1,146,-11.29480111217845
137,1,147,-12.597667470325675
138,1,148,-12.597667470325675
139,1,149,-11.639003675654056
140,2,10,-5.2013292750386135
141,2,11,-0.12933104633059486
142,2,12,2.35819044613373
143,2,13,3.089692605954799
144,2,14,9.020699486589871
145,2,15,7.030492134460559
146,2,16,7.137325966982602
147,2,17,4.922024058311687
148,2,18,2.204034944518404
149,2,19,3.5161014937510426
150,2,20,2.7192272871531897
151,2,21,-5.318258429912191
152,2,22,-2.2165141934454473
153,2,23,-2.0813045283631646
154,2,24,-2.004745656182441
155,2,25,-5.339503197724608
156,2,26,-2.6367699059569856
157,2,27,-4.504935717570375
158,2,28,-5.390910517456904
159,2,29,-5.979762357085329
160,2,30,-5.4096975790820805
161,2,31,-6.991587881461553
162,2,32,-7.923361882668184
163,2,33,-5.857237474300886
164,2,34,-9.449710228895375
165,2,35,-9.539506699679125
166,2,36,-8.934344731980838
